KLM4153_T1.lif - Image001_cell0,0.5898396005529328
KLM4153_T1.lif - Image001_cell1,0.7544936083229468
KLM4153_T1.lif - Image001_cell2,0.7729738996522697
KLM4153_T1.lif - Image001_cell3,0.6416320908582189
KLM4153_T1.lif - Image001_cell4,0.8010418812405627
KLM4153_T1.lif - Image001_cell5,0.7461302844162205
KLM4153_T1.lif - Image001_cell6,0.6820632967816384
KLM4153_T1.lif - Image001_cell7,0.7815565521158498
KLM4153_T1.lif - Image001_cell8,0.7633133783141833
KLM4153_T1.lif - Image001_cell9,0.7734570129203303
KLM4153_T1.lif - Image002_cell0,0.7726030332328414
KLM4153_T1.lif - Image002_cell1,0.6548052252737524
KLM4153_T1.lif - Image002_cell2,0.5480308694388841
KLM4153_T1.lif - Image002_cell3,0.8145144525416352
KLM4153_T1.lif - Image002_cell4,0.777574023608398
KLM4153_T1.lif - Image002_cell5,0.7407531012675584
KLM4153_T1.lif - Image002_cell6,0.55498888642184
KLM4153_T1.lif - Image002_cell7,0.6529408647209082
KLM4153_T1.lif - Image002_cell8,0.5959048387037245
KLM4153_T1.lif - Image002_cell9,0.7606807469890903
KLM4153_T1.lif - Image002_cell11,0.7833777181069066
KLM4153_T1.lif - Image003_cell0,0.8186749415963687
KLM4153_T1.lif - Image003_cell1,0.8542594950490219
KLM4153_T1.lif - Image003_cell3,0.670581943345626
KLM4153_T1.lif - Image003_cell5,0.6290820229835781
KLM4153_T1.lif - Image003_cell6,0.7887753474166916
KLM4153_T1.lif - Image003_cell7,0.5726346795847843
KLM4153_T1.lif - Image003_cell8,0.802080317741646
KLM4153_T1.lif - Image003_cell9,0.6790914263048508
KLM4153_T1.lif - Image004_cell0,0.7861637917107187
KLM4153_T1.lif - Image004_cell1,0.5940512694650573
KLM4153_T1.lif - Image004_cell2,0.8194178987150004
KLM4153_T1.lif - Image004_cell3,0.7975890068282253
KLM4153_T1.lif - Image004_cell4,0.7304328785237509
KLM4153_T1.lif - Image004_cell5,0.8305149886472278
KLM4153_T1.lif - Image004_cell6,0.6839018331039809
KLM4153_T1.lif - Image004_cell7,0.6756876106766194
KLM4153_T1.lif - Image004_cell8,0.6287855201488554
KLM4153_T1.lif - Image004_cell9,0.6899688528852405
KLM4153_T1.lif - Image004_cell10,0.8038375888424238
KLM4153_T1.lif - Image004_cell11,0.7069388966028558
KLM4153_T1.lif - Image005_cell0,0.8120237760122295
KLM4153_T1.lif - Image005_cell1,0.7686118404365961
KLM4153_T1.lif - Image005_cell2,0.636278914660029
KLM4153_T1.lif - Image005_cell3,0.6455358671322542
KLM4153_T1.lif - Image005_cell4,0.7470473537861256
KLM4153_T1.lif - Image005_cell5,0.502210451481877
KLM4153_T1.lif - Image005_cell6,0.756326438770902
KLM4153_T1.lif - Image005_cell7,0.7195876272243129
KLM4153_T1.lif - Image005_cell8,0.730827832515273
KLM4153_T1.lif - Image005_cell9,0.8583505286499582
KLM4153_T1.lif - Image005_cell10,0.8245728988405772
KLM4153_T1.lif - Image005_cell11,0.7778357390045382
KLM4153_T1.lif - Image007_cell0,0.741621910261109
KLM4153_T1.lif - Image007_cell1,0.7563021280319243
KLM4153_T1.lif - Image007_cell2,0.7131523222233405
KLM4153_T1.lif - Image007_cell4,0.6923142160072987
KLM4153_T1.lif - Image007_cell5,0.7267224408748636
KLM4153_T1.lif - Image007_cell6,0.7090894277703702
KLM4153_T1.lif - Image007_cell7,0.741446107520824
KLM4153_T1.lif - Image007_cell8,0.6563983410126502
KLM4153_T1.lif - Image007_cell9,0.6934519423654373
KLM4153_T1.lif - Image007_cell10,0.7362400323604019
KLM4153_T1.lif - Image008_cell0,0.6560828951473403
KLM4153_T1.lif - Image008_cell1,0.7662161916151407
KLM4153_T1.lif - Image008_cell3,0.7600606933409324
KLM4153_T1.lif - Image008_cell4,0.9136191245962341
KLM4153_T1.lif - Image008_cell5,0.6870246480582743
KLM4153_T1.lif - Image008_cell6,0.7631391499372501
KLM4153_T1.lif - Image008_cell7,0.8094615403242341
KLM4153_T1.lif - Image008_cell9,0.684318043160093
KLM4153_T1.lif - Image009_cell0,0.7899947071509194
KLM4153_T1.lif - Image009_cell1,0.6029308022991621
KLM4153_T1.lif - Image009_cell2,0.6046429737521993
KLM4153_T1.lif - Image009_cell3,0.6299753967854674
KLM4153_T1.lif - Image009_cell4,0.7600062675808286
KLM4153_T1.lif - Image009_cell5,0.7897001018705851
KLM4153_T1.lif - Image009_cell6,0.8178161643072382
KLM4153_T1.lif - Image009_cell7,0.6829358936261227
KLM4153_T1.lif - Image009_cell8,0.637463063091209
KLM4153_T1.lif - Image009_cell9,0.4822640010729837
KLM4153_T1.lif - Image009_cell10,0.8542509088939478
KLM4153_T1.lif - Image009_cell11,0.7226149942297996
KLM4153_T1.lif - Image011_cell1,0.8481659624769801
KLM4153_T1.lif - Image011_cell2,0.4290695412781613
KLM4153_T1.lif - Image011_cell3,0.7652525319582267
KLM4153_T1.lif - Image011_cell4,0.7778677346524473
KLM4153_T1.lif - Image011_cell5,0.6525601199857296
KLM4153_T1.lif - Image011_cell6,0.743475354048879
KLM4153_T1.lif - Image011_cell7,0.697594579261185
KLM4153_T1.lif - Image011_cell8,0.8714267290617269
KLM4153_T1.lif - Image011_cell9,0.6967896060235107
KLM4153_T1.lif - Image013_cell0,0.6613370041609646
KLM4153_T1.lif - Image013_cell1,0.6893966346345847
KLM4153_T1.lif - Image013_cell2,0.7057192479305124
KLM4153_T1.lif - Image013_cell3,0.6028025089336179
KLM4153_T1.lif - Image013_cell4,0.6679823422757423
KLM4153_T1.lif - Image013_cell5,0.627043323085438
KLM4153_T1.lif - Image013_cell6,0.8255330595680908
KLM4153_T1.lif - Image013_cell8,0.6437418951707913
KLM4153_T1.lif - Image013_cell9,0.5918811052008438
KLM4153_T1.lif - Image013_cell10,0.7379897159298116
KLM4153_T1.lif - Image013_cell11,0.7533814443948788
KLM4153_T1.lif - Image015_cell0,0.884595566086151
KLM4153_T1.lif - Image015_cell4,0.48289407181706967
KLM4153_T1.lif - Image015_cell5,0.7756274072928471
KLM4153_T1.lif - Image015_cell6,0.7242245191455221
KLM4153_T1.lif - Image015_cell8,0.6971365102948996
KLM4153_T1.lif - Image015_cell9,0.6977732403573912
KLM4153_T1.lif - Image015_cell10,0.7980104559525086
KLM4153_T1.lif - Image015_cell12,0.7257818662631166
KLM4153_T1.lif - Image017_cell0,0.8047737276306497
KLM4153_T1.lif - Image017_cell1,0.6754176616945425
KLM4153_T1.lif - Image017_cell2,0.6124799622196772
KLM4153_T1.lif - Image017_cell3,0.6146268288668523
KLM4153_T1.lif - Image017_cell4,0.696119739253263
KLM4153_T1.lif - Image017_cell5,0.7161793596340513
KLM4153_T1.lif - Image017_cell6,0.6898468187369724
KLM4153_T1.lif - Image017_cell8,0.793972402639987
KLM4153_T1.lif - Image017_cell9,0.6961983715353112
KLM4153_T1.lif - Image017_cell10,0.7284260409387413
KLM4153_T1.lif - Image017_cell11,0.8294252198024095
KLM4153_T1.lif - Image017_cell12,0.6731870341055461
KLM4153_T1.lif - Image019_cell0,0.811821677735048
KLM4153_T1.lif - Image019_cell1,0.7595037896478539
KLM4153_T1.lif - Image019_cell2,0.8642292366982259
KLM4153_T1.lif - Image019_cell4,0.8057723099176676
